Organization_Code,Payment_Type,Payment_Bank_Code,Business_Nature,Company_Type,Postcode,State,Collection_Period,Customer_value
"ISKLCHS, CCTCHS, CCTCHS, CCPLTCHS, CCTCHS, ISKLCHS, ISKLCHS, ISKLCHS, CCTCHS, CCTCHS, CCTCHS, CCPLTCHS, ISKLCHS, ISKLCHS, ISKLCHS","Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Cash, Cash, Cash, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking","nan, nan, nan, PBB, MBB, nan, nan, nan, nan, nan, nan, MBB, nan, nan, nan","G, G",Sendirian Berhad (Private Limited Company),43000.0,Perak,270.6666666666667,784.1615819209038
"ISKLCHS, ISKLCHS, ISKLCHS, ISKLCHS, ISKLCHS, CCTCHS, CCPLTCHS, ISKLCHS, ISKLCHS, ISKLCHS, ISKLCHS, CCTCHS, CCTCHS, CCTCHS, CCPLTCHS, PROBCHS","Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Cash, Cash, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking","nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, MBB, MBB","G, G",Sendirian Berhad (Private Limited Company),42500.0,Perak,295.4,1354.91606133979
"CCTCHS, CCPLTCHS, CCTCHS, CCTCHS, CCPLTCHS","Online Banking, Cheque, Online Banking, Online Banking, Online Banking","MBB, HLBB, nan, nan, MBB","C, C",Sendirian Berhad (Private Limited Company),43200.0,Perak,366.0,1778.357752667922
"PROBPRL, PROBPRL, PROBCHS, PROBCHS, CCTCHS, PROBCHS, CCTCHS, PROBCHS, PROBCHS, PROBCHS, PROBCHS, PROBCHS, PROBPRL, PROBPRL, CCPLTCHS, PROBPRL, CCTCHS, CCTCHS, PROBCHS, PROBPRL, CCTCHS, PROBCHS, PROBPRL, PROBPRL, PROBPRL, PROBCHS, PROBCHS, PROBCHS, PROBPRL, PROBCHS, PROBPRL, CCTCHS, PROBPRL, CCPLTCHS, PROBPRL, PROBPRL, PROBCHS, PROBCHS, PROBCHS, PROBCHS, PROBCHS, PROBPRL, PROBPRL, CCTCHS, PROBPRL, PROBPRL, PROBCHS, PROBCHS, PROBCHS, PROBPRL, PROBCHS, PROBPRL, PROBCHS, PROBCHS, PROBPRL, PROBPRL, PROBPRL, PROBPRL","Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Cash, Cash, Cash, Cash, Cash, Cash, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking","nan, nan, OCBC, OCBC, nan, PBB, nan, nan, nan, nan, nan, nan, nan, nan, MBB, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, RHB, RHB, RHB, CIMB, PBB, RHB, nan, UOB, MBB, RHB, RHB, PBB, PBB, PBB, PBB, PBB, UOB, UOB, nan, CIMB, CIMB, PBB, PBB, PBB, MBB, PBB, nan, MBB, MBB, MBB, MBB, MBB, nan","C, C",Sendirian Berhad (Private Limited Company),43000.0,Perak,308.719298245614,1962.826664954631
"CCTIPH, CCTIPH","Cash, Online Banking","nan, MBB",,,35500.0,Perak,166.0,657.8487758945386
"CCTIPH, CCTIPH, CCTIPH","Cash, Cash, Online Banking","nan, nan, MBB",,,31450.0,Perak,221.6666666666667,4269.567545511613
"CCTIPH, CCTIPH, CCTIPH, CCTIPH, CCTIPH, CCTIPH","Cheque, Cheque, Cheque, Cheque, Cheque, Cheque","CIMB, nan, nan, CIMB, CIMB, CIMB",G,Sendirian Berhad (Private Limited Company),30100.0,Perak,344.6666666666667,1973.546327683616
"CCTIPH, CCTIPH","Cash, Online Banking","nan, MBB",,,30300.0,Perak,181.0,1168.210922787194
"CCTIPH, CCTIPH","Cash, Online Banking","nan, PBB",,,31350.0,Perak,206.5,1973.546327683616
CCTIPH,Cheque,PBB,,,31650.0,Perak,539.0,1238.303578154425
"CCTIPH, CCTIPH, CCTIPH, CCTIPH","Cheque, Cash, Cheque, Cheque","RHB, nan, RHB, RHB",K,Sendirian Berhad (Private Limited Company),30000.0,Selangor,237.0,4140.57758945386
"CCTIPH, CCTIPH, CCTIPH","Cash, Cash, Cheque","nan, nan, MBB",,,31200.0,Perak,168.6666666666667,3366.637853107345
"CCTPI, CCTPI, CCTPI","Cheque, Cheque, Cheque","HLBB, HLBB, HLBB",,,55200.0,KualaLumpur,370.3333333333333,976.1314924670435
"CCTIPH, CCTIPH, CCTIPH","Online Banking, Online Banking, Online Banking","MBB, MBB, PBB",,,31350.0,Perak,202.0,1394.551789077213
CCTIPH,Online Banking,MBB,,,31150.0,Perak,204.0,2747.486064030132
"CCTIPH, CCTIPH","Cash, Cheque","nan, MBB",,,30010.0,Perak,183.0,2554.001129943503
"CCTIPH, CCTIPH","Cash, Cheque","nan, MBB",,,30010.0,Perak,178.5,1547.879472693032
"CCTIPH, CCTIPH","Online Banking, Online Banking","CIMB, MBB",C,,30100.0,Perak,434.0,870.6822033898304
"ISKLHQ, ISKLHQ, CCPLTHQ, ISKLHQ, ISKLHQ, ISKLHQ, ISKLHQ, ISKLHQ, CCTHQ, ISKLHQ, ISKLHQ, ISKLHQ, ISKLHQ, ISKLHQ, ISKLHQ, ISKLHQ, ISKLHQ, CCTHQ, ISKLHQ, CCPLTHQ","Cheque, Cheque, Cash, Cash, Cash, Cash, Cash, Cash, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque","RHB, RHB, nan, nan, nan, nan, nan, nan, RHB, nan, nan, nan, nan, nan, nan, nan, nan, RHB, RHB, RHB","K, K",Sendirian Berhad (Private Limited Company),56000.0,KualaLumpur,326.65,1105.013956894748
"CCTIPH, CCTIPH","Cash, Online Banking","nan, PBB",,,31650.0,Perak,321.0,251.5304143126177
"CCTIPH, CCTIPH","Cash, Cash","nan, nan",,,30020.0,Perak,192.5,928.7276836158192
"CCTIPH, CCTIPH","Cash, Cheque","nan, RHB",,,30000.0,Selangor,190.0,386.969868173258
"CCTIPH, CCTIPH, CCTIPH, CCTIPH, CCTIPH, CCTIPH","Cash, Cheque, Cheque, Cheque, Cheque, Cheque","nan, RHB, UOB, RHB, RHB, RHB",G,Sendirian Berhad (Private Limited Company),30000.0,Selangor,282.5,715.8942561205273
"CCTIPH, CCTIPH","Cash, Cheque","nan, RHB",,,30000.0,Selangor,185.5,851.3337099811675
"CCTIPH, CCTIPH, CCTIPH, CCTIPH, CCTIPH, CCTIPH","Cash, Cash, Cash, Online Banking, Online Banking, Online Banking","nan, nan, nan, MBB, MBB, MBB",,,,,185.5,425.6668549905838
"CCTIPH, CCTIPH","Cash, Online Banking","nan, MBB",,,36000.0,Perak,230.5,1663.970433145009
"CCTCHS, CCTCHS, CCTCHS","Cash, Online Banking, Online Banking","nan, nan, nan",,,43300.0,Perak,268.6666666666667,3572.900094161958
"CCTCHS, CCTCHS","Cash, Online Banking","nan, nan",,,47100.0,Perak,189.5,425.6668549905838
CCTCHS,Cash,,,,68000.0,Putrajaya,115.0,3560.122787193974
"CCPLTIPH, CCPLTIPH","Cheque, Online Banking","PBB, PBB",,,,,338.0,812.6367231638418
CCTCHS,Cash,,,,43200.0,Perak,58.0,1898.34274952919
"CCTHQ, CCTHQ, CCTHQ, CCTHQ","Cash, Cash, Cash, Cheque","nan, nan, nan, PBB",,,56000.0,KualaLumpur,173.75,3560.122787193974
"CCTIPH, CCTIPH","Online Banking, Online Banking","MBB, MBB",,,59200.0,KualaLumpur,311.5,3289.243879472693
"CCTIPH, CCTIPH","Online Banking, Online Banking","OCBC, MBB",,,31250.0,Perak,267.0,3714.910734463277
"CCTIPH, CCTIPH, CCTIPH, CCTIPH","Online Banking, Online Banking, Online Banking, Online Banking","OCBC, MBB, MBB, MBB",,,31250.0,Perak,365.0,1663.970433145009
"CCTIPH, CCTIPH, CCTIPH, CCTIPH","Cash, Cheque, Cheque, Cheque","nan, RHB, RHB, RHB",,,31400.0,Perak,356.25,3095.758945386064
"CCTIPH, CCTIPH, CCTIPH","Online Banking, Online Banking, Online Banking","MBB, MBB, PBB",,,32000.0,Perak,282.3333333333333,4991.911299435028
"CCTIPH, CCTIPH","Cash, Online Banking","nan, PBB",,,30350.0,Perak,286.0,2478.615018832392
"CCTIPH, CCTIPH","Cash, Cheque","nan, PBB",,,31400.0,Perak,157.0,2244.425235404896
"CCTIPH, CCTIPH, CCTIPH, CCTIPH","Cheque, Cheque, Cheque, Cheque","MBB, MBB, MBB, MBB",,,30010.0,Perak,461.25,1489.833992467043
"CCTIPH, CCTIPH","Cash, Online Banking","nan, MBB",,,31350.0,Perak,229.0,386.969868173258
"CCTIPH, CCTIPH, CCTIPH","Online Banking, Online Banking, Online Banking","MBB, MBB, PBB",,,36000.0,Perak,217.0,386.969868173258
"CCTIPH, CCTIPH, CCTIPH, CCTIPH, CCTIPH, CCTIPH","Cheque, Cash, Cheque, Cheque, Cheque, Cheque","MBB, nan, MBB, MBB, MBB, MBB",G,Sendirian Berhad (Private Limited Company),30300.0,Perak,301.8,1402.76577212806
"CCTIPH, CCTIPH, CCTIPH, CCTIPH, CCTIPH, CCTIPH","Cash, Cash, Cash, Cheque, Cheque, Cheque","nan, nan, nan, MBB, MBB, MBB",K,Sendirian Berhad (Private Limited Company),58000.0,KualaLumpur,269.6666666666667,386.969868173258
"CCTIPH, CCTIPH","Cash, Online Banking","nan, MBB",,,39000.0,Perak,172.0,1547.879472693032
"CCTIPH, CCTIPH","Cash, Cheque","nan, PBB",K,,30100.0,Perak,226.5,425.6668549905838
"CCTIPH, CCTIPH","Cash, Cheque","nan, MBB",,,31400.0,Perak,161.0,541.7578154425612
"CCTIPH, CCTIPH","Online Banking, Online Banking","MBB, MBB",,,31400.0,Perak,354.0,3289.243879472693
"CCTIPH, CCTIPH","Cash, Online Banking","nan, MBB",,,31350.0,Perak,145.5,2515.304143126177
"CCTIPH, CCTIPH, CCTIPH, CCTIPH","Cash, Cash, Cash, Cash","nan, nan, nan, nan",,,31650.0,Perak,100.0,3521.425800376648
"CCTIPH, CCTIPH","Cash, Online Banking","nan, CIMB",,,30250.0,Perak,185.5,1354.394538606403
"CCTIPH, CCTIPH, CCTIPH, CCTIPH, CCTIPH, CCTIPH, CCTIPH, CCTIPH","Cash, Cash, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking","nan, nan, MBB, HSBC, HSBC, HSBC, HSBC, HSBC",L,Sendirian Berhad (Private Limited Company),39200.0,Perak,294.75,2695.890081607031
CCTIPH,Cheque,OCBC,K,Sendirian Berhad (Private Limited Company),30000.0,Selangor,207.0,1992.894821092279
"CCTIPH, CCTIPH, CCTIPH, CCTIPH, CCTIPH","Cheque, Cash, Cheque, Cheque, Cheque","RHB, nan, RHB, RHB, RHB",M,Sendirian Berhad (Private Limited Company),30000.0,Selangor,440.0,1564.672504708098
"CCTIPH, CCTIPH","Cash, Online Banking","nan, MBB",,,31650.0,Perak,234.5,773.9397363465159
"CCTIPH, CCTIPH","Cash, Cash","nan, nan",,,30020.0,Perak,238.5,386.969868173258
"CCTIPH, CCTIPH","Cash, Online Banking","nan, PBB",,,31350.0,Perak,273.5,1277.000564971751
"CCTIPH, CCTIPH","Cheque, Cash","PBB, nan",,,31650.0,Perak,330.0,655.2933145009416
"CCTIPH, CCTIPH","Cash, Online Banking","nan, MBB",,,31650.0,Perak,265.5,812.6367231638418
"CCTIPH, CCTIPH","Cash, Cash","nan, nan",,,30350.0,Perak,68.0,3327.575800376648
"CCTIPH, CCTIPH, CCTIPH, CCTIPH","Cash, Cheque, Cheque, Cheque","nan, HSBC, HSBC, HSBC",,,31400.0,Perak,365.0,309.5758945386063
"CCTIPH, CCTIPH, CCTIPH","Cash, Cheque, Cheque","nan, HSBC, HSBC",,,31400.0,Perak,349.6666666666667,386.969868173258
"CCTIPH, CCTIPH","Cash, Cheque","nan, PBB",,,30000.0,Selangor,277.5,2312.144962335216
"CCTIPH, CCTIPH","Cash, Cheque","nan, HSBC",,,30350.0,Perak,180.0,696.5457627118644
"CCTIPH, CCTIPH","Cash, Online Banking","nan, MBB",C,Sole Proprietorship,31650.0,Perak,241.5,1534.980477087257
"CCTIPH, CCTIPH","Cash, Online Banking","nan, OCBC",,,31650.0,Perak,234.5,386.969868173258
"CCTIPH, CCTIPH","Cheque, Cheque","PBB, PBB",F,Sendirian Berhad (Private Limited Company),32000.0,Perak,244.0,4256.668549905838
"CCTIPH, CCTIPH, CCTIPH, CCTIPH, CCTIPH","Cheque, Cheque, Cheque, Cheque, Cheque","MBB, MBB, MBB, MBB, MBB",C,Sole Proprietorship,30300.0,Perak,523.0,1277.730696798493
CCPLTHQ,Online Banking,MBB,,,,,467.0,657.8487758945386
"CCTCHS, ISKLCHS, ISKLCHS, ISKLCHS, ISKLCHS, CCPLTCHS, ISKLCHS, ISKLCHS, ISKLCHS, ISKLCHS, ISKLCHS, ISKLCHS, ISKLCHS, ISKLCHS, CCPLTCHS, CCTCHS","Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking","MBB, nan, nan, nan, nan, MBB, nan, nan, nan, nan, nan, nan, nan, nan, MBB, nan","F, F",Sendirian Berhad (Private Limited Company),47150.0,Perak,254.4,2910.670527306968
"CCTCHS, CCTCHS, ISKLCHS, PROBPRL, ISKLCHS, ISKLCHS, ISKLCHS, CCTCHS, CCTCHS, CCPLTCHS, CCPLTCHS, CCPLTCHS, CCPLTCHS, ISKLCHS, PROBPRL, ISKLCHS, PROBPRL","Online Banking, Online Banking, Online Banking, Cash, Cash, Cash, Cash, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking","nan, MBB, nan, nan, nan, nan, nan, nan, nan, MBB, MBB, MBB, MBB, nan, MBB, nan, HLBB",G,Sendirian Berhad (Private Limited Company),56000.0,KualaLumpur,309.7058823529412,696.5457627118643
"CCPLTHQ, CCTHQ, CCPLTHQ, CCPLTHQ, CCPLTHQ, CCTHQ","Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking","MBB, nan, MBB, MBB, MBB, CIMB",F,Sole Proprietorship,50480.0,KualaLumpur,384.8333333333333,232.1819209039548
"CCTHQ, CCTHQ","Cash, Online Banking","nan, nan",,,47810.0,Perak,226.0,464.3638418079096
"CCTHQ, CCTHQ","Online Banking, Online Banking","nan, nan",,,43650.0,Perak,352.0,2205.728248587571
"CCTHQ, CCTHQ, CCTHQ","Online Banking, Online Banking, Online Banking","nan, nan, nan",,,43650.0,Perak,293.3333333333333,1838.106873822975
CCPLTPI,Cheque,RHB,,,,,420.0,1934.84934086629
CCTCHS,Cash,,,,68100.0,Putrajaya,98.0,1606.290018832392
"CCTHQ, CCTHQ","Cash, Online Banking","nan, nan",,,43200.0,Perak,222.0,4299.928860640301
"CCCRHQ, CCCRHQ, ISKLHQ, ISKLHQ, PROBPRL, ISKLHQ, PROBPRL, ISKLHQ, ISKLHQ, ISKLHQ, PROBPRL, ISKLHQ, CCTHQ, CCTHQ, PROBPRL, PROBPRL, ISKLHQ, ISKLHQ, ISKLHQ, ISKLHQ, ISKLHQ, ISKLHQ, PROBPRL, ISKLHQ, ISKLHQ, PROBPRL, CCTHQ, CCTHQ, CCTHQ, CCTHQ, CCTHQ, CCTHQ, ISKLHQ, ISKLHQ, PROBPRL, ISKLHQ, CCTHQ, PROBPRL, ISKLHQ, PROBCHS, PROBPRL, CCTHQ","Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Cash, Cash, Cash, Cash, Cash, Cash, Cash, Cash, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking","MBB, MBB, PBB, PBB, nan, PBB, nan, nan, nan, nan, nan, nan, nan, nan, nan, PBB, nan, nan, nan, nan, nan, nan, PBB, nan, nan, PBB, nan, nan, nan, nan, nan, nan, nan, nan, MBB, PBB, PBB, CIMB, PBB, PBB, PBB, nan",C,Sendirian Berhad (Private Limited Company),58200.0,KualaLumpur,299.7435897435897,2448.132015065913
"CCPLTHQ, CCPLTHQ, CCPLTHQ, CCPLTHQ, CCPLTHQ","Cash, Online Banking, Online Banking, Online Banking, Online Banking","nan, MBB, MBB, MBB, MBB",,,,,378.8,2321.819209039548
"CCPLTHQ, CCPLTHQ","Cash, Online Banking","nan, MBB",,,,,293.0,1760.712900188324
"CCTHQ, CCTHQ, CCTHQ, CCTHQ, CCTHQ, CCPLTHQ, CCPLTHQ","Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking","nan, nan, nan, nan, nan, MBB, MBB",N,Sendirian Berhad (Private Limited Company),58200.0,KualaLumpur,231.2857142857143,1177.134756225151
"CCPLTHQ, CCPLTHQ","Online Banking, Online Banking","MBB, MBB",,,,,333.5,386.969868173258
"CCPLTHQ, CCPLTHQ","Cheque, Online Banking","PBB, MBB",,,,,309.0,2814.658192090395
"CCPLTHQ, CCPLTHQ","Online Banking, Online Banking","MBB, MBB",,,,,318.0,2167.031261770245
"PROBCHS, PROBCHS","Cash, Cheque","nan, PBB",,,,,251.5,928.7276836158192
"CCTHQ, ISKLHQ, ISKLHQ, ISKLHQ, CCPLTHQ, ISKLHQ, CCTHQ, CCTHQ, CCTHQ, ISKLHQ, ISKLHQ, ISKLHQ, CCPLTHQ, ISKLHQ, PROBIPH, ISKLHQ, ISKLHQ, ISKLHQ, ISKLHQ, ISKLHQ, ISKLHQ, ISKLHQ, ISKLHQ, ISKLHQ, ISKLHQ","Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Cash, Cash, Cash, Cash, Cash, Cash, Cash, Cash, Cash, Online Banking, Online Banking, Online Banking, Online Banking","nan, UOB, UOB, UOB, MBB, UOB, nan, nan, nan, UOB, UOB, UOB, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, UOB, UOB, UOB",C,Sendirian Berhad (Private Limited Company),47100.0,Perak,131.92,2357.656512868801
"PROBPRL, PROBPRL, PROBPRL, PROBPRL, PROBPRL, PROBCHS, CCPLTCHS, ISKLCHS, ISKLCHS, ISKLCHS, CCTCHS, ISKLCHS, ISKLCHS, ISKLCHS, ISKLCHS, ISKLCHS, PROBPRL, PROBPRL, PROBPRL, PROBPRL, PROBPRL, PROBPRL, PROBPRL, PROBPRL, CCTCHS, PROBPRL, PROBPRL, PROBPRL, PROBPRL, PROBPRL, PROBPRL, PROBPRL, PROBPRL, PROBPRL, CCPLTCHS, CCTCHS, CCTCHS, CCTCHS, PROBPRL, PROBPRL, PROBPRL, PROBPRL, PROBPRL, CCTCHS, PROBPRL, PROBPRL, PROBPRL, PROBPRL, PROBPRL, CCTCHS, ISKLCHS, ISKLCHS, PROBPRL","Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Online Banking, Online Banking, Cash, Cash, Cash, Cash, Cash, Cash, Cash, Cash, Cash, Cash, Cash, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Cheque, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Cheque, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking","nan, nan, nan, nan, nan, MBB, MBB, MBB, MBB, MBB, MBB, MBB, MBB, MBB, MBB, MBB, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, MBB, MBB, MBB, MBB, MBB, MBB, nan, nan, nan, MBB, MBB, CIMB, MBB, MBB, nan, MBB, MBB, CIMB, CIMB, CIMB, nan, nan, nan, nan",D,Sendirian Berhad (Private Limited Company),43300.0,Perak,241.0188679245283,2137.38790960452
"CCTCHS, CCTCHS, PROBCHS, CCPLTCHS, PROBCHS, PROBCHS, ISKLCHS, ISKLCHS, ISKLCHS, ISKLCHS, ISKLCHS, ISKLCHS, ISKLCHS, ISKLCHS, CCPLTCHS, CCPLTCHS, CCPLTCHS, CCPLTCHS, CCPLTCHS, CCPLTCHS","Cash, Cash, Cash, Cash, Cash, Cash, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking","nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, MBB, MBB, MBB, MBB, MBB, MBB","M, M",Sendirian Berhad (Private Limited Company),59100.0,KualaLumpur,405.4736842105263,2985.326506591337
"CCTCHS, PROBCHS, PROBCHS, PROBCHS, CCTCHS, PROBPRL, PROBPRL, PROBPRL, PROBPRL, PROBPRL, PROBPRL, PROBPRL, PROBCHS, PROBPRL, PROBPRL, PROBPRL, PROBPRL, PROBPRL, ISKLCHS, ISKLCHS, ISKLCHS, ISKLCHS, ISKLCHS, ISKLCHS, CCPLTCHS, CCPLTCHS, PROBCHS, PROBCHS, PROBPRL, PROBPRL, PROBPRL, PROBPRL, PROBCHS, PROBCHS, PROBPRL, PROBPRL, PROBPRL, PROBPRL, PROBPRL, PROBPRL, PROBPRL, PROBPRL, PROBPRL, PROBPRL, PROBPRL, PROBPRL, PROBPRL, PROBPRL, PROBPRL, PROBPRL, PROBPRL, CCPLTCHS, CCPLTCHS, CCPLTCHS, CCPLTCHS, CCPLTCHS, CCPLTCHS, PROBPRL, PROBPRL, PROBCHS, PROBCHS, PROBCHS, PROBPRL, PROBPRL, PROBPRL","Cheque, Cheque, Cheque, Cheque, Cheque, Online Banking, Online Banking, Online Banking, Online Banking, Cash, Cash, Cash, Cash, Cash, Cash, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Cheque, Cheque, Cheque, Cheque, Online Banking, Online Banking, nan, nan, Cheque, Cheque, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, nan, nan, nan, nan, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Cheque, Cheque, Cheque, Online Banking, Online Banking, Online Banking","nan, HLBB, HLBB, HLBB, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, CIMB, CIMB, CIMB, nan, nan, nan, nan, nan, nan, MBB, MBB, PBB, PBB, UOB, UOB, nan, nan, PBB, PBB, PBB, PBB, MBB, MBB, MBB, MBB, MBB, MBB, MBB, nan, nan, nan, nan, UOB, MBB, MBB, MBB, MBB, MBB, MBB, MBB, MBB, MBB, MBB, CIMB, PBB, PBB, PBB, nan, nan, nan","C, C",Sendirian Berhad (Private Limited Company),47100.0,Perak,352.4137931034483,2164.759740531492
"CCPLTHQ, CCPLTHQ","Cheque, Cheque","UOB, UOB",,Sendirian Berhad (Private Limited Company),41300.0,Perak,514.0,2554.001129943503
CCPLTHQ,Cheque,UOB,K,Sendirian Berhad (Private Limited Company),41300.0,Perak,527.0,619.1517890772127
CCPLTHQ,Cheque,UOB,H,Sendirian Berhad (Private Limited Company),41300.0,Perak,497.0,972.9528114070486
"CCTHQ, ISKLHQ, ISKLHQ, ISKLHQ, ISKLHQ, ISKLHQ, CCTHQ","Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, nan","MBB, PBB, PBB, PBB, PBB, PBB, nan",C,Sendirian Berhad (Private Limited Company),53300.0,KualaLumpur,177.0,425.6668549905838
CCPLTHQ,Cheque,ABMB,,,,,180.0,1547.879472693032
"CPHQ, CPHQ","Online Banking, Cheque","HLBB, UOB",,,,,354.0,5108.002259887005
"CCPLTHQ, CCPLTHQ, CCTHQ","Online Banking, Online Banking, Online Banking","MBB, MBB, RHB",,Sole Proprietorship,50150.0,KualaLumpur,412.0,4314.714030131827
"CCPLTHQ, CCPLTHQ","Cheque, Online Banking","MBB, MBB",,,,,332.0,2921.622504708097
"CCPLTHQ, CCPLTHQ","Cheque, Cheque","UOB, UOB",G,Sendirian Berhad (Private Limited Company),41300.0,Perak,501.5,2609.053069679849
CCTHQ,Online Banking,,K,Sendirian Berhad (Private Limited Company),25000.0,Terengganu,384.0,3676.213747645951
"CCPLTHQ, CCPLTHQ","Cheque, Cheque","UOB, UOB",G,Sendirian Berhad (Private Limited Company),41300.0,Perak,508.0,890.0306967984933
"CCPLTHQ, CCPLTHQ","Cheque, Cheque","UOB, UOB",F,Sendirian Berhad (Private Limited Company),41300.0,Perak,523.5,1292.479359698681
"CCPLTHQ, CCPLTHQ","Cheque, Cheque","UOB, UOB",H,Sendirian Berhad (Private Limited Company),41300.0,Perak,488.0,6668.780728185813
CCPLTPI,Online Banking,ABMB,,,,,113.0,1431.788512241055
"CCTPI, CCTPI","Online Banking, Online Banking","MBB, nan",,,52100.0,KualaLumpur,269.5,309.5758945386063
"CCTHQ, ISKLHQ, CCTHQ, ISKLHQ, ISKLHQ, CCPLTHQ, ISKLHQ, ISKLHQ, CCTHQ, CCTHQ, ISKLHQ, CCPLTHQ, CCPLTHQ, CCPLTHQ, CCPLTHQ, ISKLHQ, ISKLHQ, ISKLHQ, ISKLHQ, ISKLHQ, ISKLHQ, ISKLHQ","Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Cash, Cash, Cash, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking","nan, OCBC, nan, OCBC, OCBC, nan, nan, nan, OCBC, OCBC, nan, MBB, MBB, MBB, MBB, nan, nan, OCBC, nan, nan, nan, OCBC",G,Sendirian Berhad (Private Limited Company),46050.0,Perak,313.1363636363636,5724.963653483992
"ISKLHQ, ISKLHQ, ISKLHQ, ISKLHQ, ISKLHQ, ISKLHQ, ISKLHQ, ISKLHQ, CCTHQ, CCTHQ, ISKLHQ, CCTHQ, ISKLHQ, ISKLHQ, ISKLHQ, ISKLHQ, ISKLHQ, ISKLHQ, ISKLHQ, ISKLHQ, ISKLHQ, ISKLHQ, ISKLHQ, CCTHQ, ISKLHQ, ISKLHQ, ISKLHQ, ISKLHQ, ISKLHQ, ISKLHQ","Online Banking, Online Banking, Online Banking, Online Banking, Cash, Cash, Cash, Cash, Cash, Cash, Cash, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, nan, Online Banking, Online Banking, Online Banking, Online Banking","PBB, PBB, PBB, PBB, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, PBB, PBB, PBB, nan",C,Sendirian Berhad (Private Limited Company),75250.0,Melaka,346.8571428571428,1462.193287597525
